generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
57000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.75819,4.49889,-0.266683,0.477369,0
58000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.21656,-0.200462,0.0209829,0
58000,Cattleya_hoehnei,Cattleya_ghillanyi,4.23481,2.08584,-0.147083,0.533424,0
58000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.91614,3.22416,-0.0345131,1.30471,0
59000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.04083,-0.126072,0.0645776,0
59000,Cattleya_hoehnei,Cattleya_ghillanyi,4.24271,2.23603,-0.296716,0.187491,0
59000,Cattleya_alaorii,NA,6.39988,4.92207,-0.0977571,1.21072,0
59000,Meiracyllium_gemma,NA,5.51395,0.431365,-0.0608988,0.137362,0
59000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.84654,3.28692,-0.125094,0.877877,0
60000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.16138,-0.146365,0.0133495,0
60000,Cattleya_hoehnei,Cattleya_ghillanyi,4.13804,2.8436,-0.290985,0.361374,0
60000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.37879,4.29226,-0.234901,0.906382,0
61000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.09615,-0.163818,0.0202935,0
61000,Cattleya_hoehnei,Cattleya_ghillanyi,3.4267,1.80766,-0.0447082,0.636004,0
61000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.24848,4.37751,-0.255584,0.638596,0
61000,Laelia_anceps,NA,5.9669,3.1517,0.327735,2.09565,0
62000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.19384,-0.177876,0.0334762,0
62000,Cattleya_hoehnei,Cattleya_ghillanyi,4.10799,2.67258,-0.184962,0.784039,0
62000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.8765,4.29633,-0.157282,1.71413,0
63000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.21161,-0.148308,0.268644,0
63000,Cattleya_hoehnei,Cattleya_ghillanyi,3.55816,1.78849,-0.0664183,0.439023,0
