generation,N_shifts,logPrior,logLik,eventRate,acceptRate
569800,3,9.90564,-460.868,3.43498,0.4275
569900,3,10.8115,-462.144,2.61694,0.42
570000,3,11.5818,-455.811,1.23046,0.422
570100,3,10.5188,-453.992,2.16653,0.42
570200,3,10.6949,-455.572,1.52164,0.39
570300,3,10.5019,-453.859,2.42673,0.413333
570400,4,12.6552,-453.921,1.77985,0.41
570500,4,15.1887,-458.13,1.4372,0.426
570600,4,10.2374,-460.412,2.28125,0.438333
570700,3,11.544,-455.344,2.37523,0.44
570800,3,11.5302,-456.091,1.36396,0.44
570900,3,10.1641,-456.711,2.11816,0.44
571000,3,9.19886,-453.868,4.42865,0.440857
571100,3,13.3632,-454.127,0.632983,0.42
571200,3,10.5808,-458.001,4.29901,0.38
571300,3,10.1237,-458.327,3.02267,0.39
571400,3,13.6123,-460.193,1.38384,0.395
571500,3,12.7187,-460.912,1.48174,0.394
571600,3,12.6045,-461.927,1.56735,0.395
571700,3,14.1973,-460.995,0.504687,0.41
571800,3,14.9404,-459.295,0.891626,0.41375
571900,3,13.0963,-462.226,2.29645,0.412222
572000,3,13.3568,-457.962,2.03167,0.413
572100,3,12.7833,-457.424,2.62349,0.38
572200,3,14.1746,-458.48,0.699905,0.39
572300,3,10.88,-457.517,3.57523,0.42
572400,3,13.2766,-453.815,1.48409,0.415
572500,3,12.1559,-454.272,2.1992,0.418
572600,3,12.8006,-453.67,2.2445,0.415
572700,3,13.9409,-455.477,0.95264,0.412857
572800,3,13.3799,-458.153,1.14451,0.42875
572900,3,12.2059,-455.295,2.50297,0.421111
573000,3,12.4889,-454.472,2.92668,0.424
573100,4,15.8728,-459.029,2.49762,0.43
573200,4,14.5694,-454.634,2.82995,0.42
573300,3,14.0054,-453.798,1.19314,0.46
573400,3,10.8031,-454.932,2.74046,0.4575
573500,3,11.1053,-455.634,2.2096,0.436
573600,3,11.2287,-456.097,2.75339,0.436667
573700,4,13.0011,-456.321,5.26306,0.437143
573800,4,14.7233,-453.319,3.48738,0.435
573900,4,14.0228,-453.616,1.89591,0.437778
574000,4,15.8422,-456.035,2.0259,0.447
574100,4,16.9735,-452.935,1.79717,0.34
574200,3,13.1471,-456.847,1.63425,0.425
574300,3,11.8217,-459.241,2.683,0.4
574400,3,12.887,-456.04,1.51906,0.3875
574500,3,13.0136,-454.553,2.22877,0.402
574600,3,12.6718,-456.37,2.68647,0.401667
574700,3,13.7344,-453.197,1.49647,0.407143
574800,3,13.2696,-453.262,2.1526,0.40875
574900,3,13.9118,-453.013,1.04639,0.407778
575000,2,7.5395,-465.925,2.18061,0.431714
575100,2,8.21243,-466.115,1.45394,0.4
575200,2,8.94018,-464.485,1.24994,0.425
575300,2,8.76605,-461.291,1.05892,0.426667
575400,2,8.80865,-462.156,1.59338,0.435
575500,2,9.70598,-462.494,0.522669,0.43
575600,2,9.82057,-464.725,1.13689,0.43
575700,3,13.7104,-462.57,0.485191,0.44
575800,4,10.3498,-462.59,2.68974,0.4425
575900,4,11.1607,-464.39,1.73531,0.454444
576000,3,11.2767,-464.048,1.85318,0.461
576100,2,7.66009,-463.393,1.48663,0.45
576200,2,7.13176,-461.863,1.92245,0.465
576300,2,6.95624,-463.509,1.8329,0.47
576400,2,8.21757,-463.101,1.73711,0.46
576500,2,8.36289,-465.74,1.41018,0.444
576600,2,9.19999,-465.038,0.827445,0.436667
576700,2,8.41637,-465.373,1.47808,0.437143
576800,2,6.39455,-466.266,2.6499,0.43625
576900,2,4.95636,-466.735,3.66234,0.431111
577000,3,8.20916,-473.919,4.36575,0.431
577100,3,11.5878,-467.864,1.68933,0.49
577200,3,10.212,-465.351,3.01064,0.51
577300,3,7.85766,-465.083,5.64282,0.52
577400,3,10.3395,-467.821,2.00442,0.5075
577500,2,9.62759,-467.779,0.302946,0.51
577600,3,11.8871,-464.707,0.892653,0.518333
577700,2,3.54313,-465.013,6.52015,0.52
577800,2,9.94036,-464.961,1.70405,0.5075
577900,3,13.3103,-466.523,0.98365,0.508889
578000,4,13.663,-466.131,2.58884,0.455
578100,4,10.6313,-465.232,2.49977,0.53
578200,4,13.0313,-456.969,1.83978,0.54
578300,4,12.8782,-457.779,1.75271,0.496667
578400,4,12.8488,-455.932,1.67505,0.48
578500,4,14.7125,-458.328,2.72195,0.504
578600,4,16.4791,-456.325,1.41106,0.506667
578700,4,14.8363,-459.959,2.4374,0.498571
578800,4,14.1875,-459.483,2.28011,0.5
578900,3,12.4412,-460.348,0.901037,0.49
579000,3,11.9815,-458.473,1.2894,0.487
579100,3,12.0016,-457.08,1.57051,0.43
579200,3,12.5277,-458.539,2.55694,0.46
579300,3,12.5366,-457.707,1.10262,0.46
579400,3,13.9342,-456.186,0.622093,0.4575
579500,3,13.6241,-457.64,1.35174,0.474
579600,3,11.2679,-453.844,1.35873,0.461667
579700,3,11.7935,-459.481,1.59708,0.448571
579800,3,11.9327,-457.052,3.51677,0.44875
579900,3,13.1018,-454.842,2.33134,0.45
580000,3,13.8455,-454.832,0.908342,0.445
580100,3,13.269,-460.607,0.987945,0.47
580200,3,13.8006,-463.56,0.603223,0.49
580300,3,9.53522,-460.258,3.98471,0.486667
580400,3,11.0758,-459.557,2.37066,0.48
580500,4,13.4399,-464.673,4.20946,0.482
580600,4,14.9702,-461.767,3.04371,0.48
580700,4,16.4058,-458.625,1.35736,0.48
580800,4,14.6208,-462.842,3.31594,0.46625
580900,4,15.1905,-457.633,4.21814,0.474444
581000,3,10.6022,-465.092,0.956803,0.46
581100,3,9.53011,-467.066,2.70223,0.54
581200,2,9.08403,-465.194,1.08773,0.51
581300,2,9.56639,-464.617,0.334001,0.466667
581400,2,8.10908,-464.995,1.41339,0.4475
581500,2,7.40558,-467.05,2.34409,0.418
581600,2,7.14498,-465.636,2.32512,0.415
581700,2,9.41393,-466.412,0.604607,0.408571
581800,2,8.8926,-466.037,0.927252,0.41
581900,3,12.0625,-468.902,0.980126,0.421111
582000,3,11.1026,-464.733,2.5041,0.425
582100,3,10.347,-465.612,2.53227,0.46
582200,3,11.2204,-466.429,1.36523,0.44
582300,3,11.8066,-469.556,1.15593,0.446667
582400,3,12.9626,-467.019,1.27363,0.455
582500,3,10.1711,-467.301,3.27143,0.462
582600,3,12.4096,-464.893,0.90758,0.465
582700,3,11.8551,-470.662,1.5309,0.461429
582800,4,12.864,-465.346,2.22758,0.46375
582900,4,15.1005,-465.741,0.993295,0.461111
583000,3,8.97212,-463.772,2.62339,0.458
583100,3,9.77525,-467.566,2.42956,0.38
583200,3,12.0146,-465.131,0.542328,0.37
583300,3,11.8305,-464.308,1.43385,0.396667
583400,3,11.0698,-464.053,1.93889,0.39
583500,3,10.5688,-463.304,2.26293,0.388
583600,3,12.4121,-464.23,1.81214,0.388333
583700,3,11.8746,-464.674,2.249,0.397143
583800,3,11.8327,-467.413,2.7387,0.40375
583900,3,13.2867,-464.569,2.01616,0.41
584000,4,17.2695,-461.154,1.14779,0.419
584100,4,14.3403,-461.578,3.65032,0.48
584200,4,16.4519,-460.735,1.80112,0.525
584300,4,14.8882,-457.727,3.76738,0.523333
584400,4,15.7123,-461.061,2.02817,0.4825
584500,4,15.9391,-459.387,2.35952,0.466
584600,4,14.5593,-463.456,2.48455,0.463333
584700,4,14.6429,-459.513,2.52498,0.452857
584800,4,14.6555,-458.943,2.06212,0.4375
584900,4,14.9623,-459.361,2.37821,0.437778
585000,1,6.72167,-474.559,1.1281,0.457444
585100,1,7.33691,-475.746,0.169937,0.53
585200,1,6.26841,-473.624,1.8778,0.47
585300,1,7.36833,-476.194,0.848845,0.466667
585400,2,11.8208,-473.202,0.344066,0.46
585500,2,7.73077,-472.868,3.92023,0.48
585600,1,7.02545,-475,0.804146,0.483333
585700,1,4.80715,-477.542,1.47391,0.464286
585800,1,6.49864,-477.283,0.929522,0.4675
585900,2,10.2976,-474.592,0.700045,0.471111
586000,3,4.7923,-460.64,1.48014,0.447
586100,3,3.7317,-461.005,2.23529,0.43
586200,3,5.99783,-462.194,1.15411,0.45
586300,3,6.82774,-463.506,2.74416,0.483333
586400,2,7.54371,-467.288,0.515457,0.4625
586500,2,4.62063,-466.996,1.90769,0.47
586600,2,5.90949,-466.997,0.807084,0.458333
586700,2,5.72147,-468.564,0.805593,0.46
586800,3,5.60377,-467.787,1.6754,0.45375
586900,2,4.25828,-471.936,0.821261,0.454444
587000,2,4.73506,-469.609,2.63429,0.453
587100,2,7.94637,-469.765,0.791718,0.47
587200,2,8.50062,-462.265,0.528552,0.45
587300,2,5.2002,-463.694,3.51376,0.463333
587400,2,8.5893,-463.411,1.15784,0.4425
587500,2,8.31918,-466.837,1.31905,0.424
587600,2,7.82004,-468.116,1.35789,0.416667
587700,2,7.88566,-463.986,1.67831,0.408571
587800,2,7.41876,-466.556,1.88044,0.40625
587900,2,8.39694,-464.971,1.93815,0.4
588000,1,6.90806,-473.825,0.27479,0.472
588100,1,7.88954,-473.772,0.161755,0.46
588200,1,7.51634,-476.468,0.517247,0.44
588300,1,6.78939,-474.506,0.587765,0.43
588400,1,6.22967,-475,0.93791,0.4175
588500,1,4.51097,-475.737,2.37656,0.424
588600,3,12.2783,-474.43,1.53967,0.438333
588700,3,10.5716,-474.911,3.08506,0.451429
588800,4,10.5388,-476.814,3.73514,0.46125
588900,3,11.453,-475.913,3.13284,0.464444
589000,3,11.1425,-458.488,1.99053,0.4225
589100,3,10.8936,-460.515,1.86475,0.45
589200,3,11.4252,-458.815,1.24154,0.425
589300,3,11.9547,-462.732,1.29719,0.416667
589400,4,9.48569,-459.954,3.43272,0.4575
589500,3,9.611,-459.507,3.35487,0.458
589600,3,12.2692,-457.855,1.01917,0.445
589700,3,11.8317,-459.36,2.24747,0.441429
589800,3,11.8764,-457.723,1.41415,0.45125
589900,4,14.4697,-463.3,3.3599,0.445556
590000,6,14.5274,-459.573,6.14686,0.441375
590100,5,17.9092,-459.498,1.35923,0.58
590200,5,14.002,-461.674,2.76845,0.52
590300,5,13.3697,-463.48,2.51839,0.523333
590400,5,11.7944,-458.201,2.51839,0.475
590500,5,13.9456,-457.554,2.29974,0.48
590600,5,14.187,-461.305,3.38817,0.478333
590700,5,13.9964,-454.516,3.86025,0.49
590800,5,19.2514,-456.236,0.589473,0.495
590900,4,14.7686,-458.276,2.60891,0.494444
591000,3,9.99266,-452.966,1.4225,0.492
591100,3,9.16054,-458.027,3.67863,0.5
591200,4,14.6385,-460.847,0.75028,0.51
591300,4,13.1515,-459.861,2.38469,0.503333
591400,4,12.8034,-458.13,2.34127,0.4925
591500,4,14.1075,-460.466,1.52343,0.494
591600,3,11.8328,-457.971,2.00797,0.491667
591700,3,8.17291,-454.644,4.75612,0.477143
591800,3,10.6656,-456.406,1.90436,0.48
591900,3,10.3214,-459.759,2.33441,0.465556
592000,3,13.3732,-453.752,1.14014,0.463
592100,3,11.1024,-454.248,2.9557,0.42
592200,3,9.74068,-457.024,2.69411,0.395
592300,3,10.9298,-454.693,1.63998,0.393333
592400,3,9.09256,-457.083,2.17977,0.395
592500,4,10.7427,-459.564,3.89484,0.404
592600,5,12.7747,-456.407,3.52563,0.411667
592700,5,14.4651,-456.131,2.31216,0.427143
592800,6,13.1821,-454.772,2.74949,0.43625
592900,6,9.19197,-455.76,4.29997,0.434444
593000,6,14.5522,-455.295,2.06874,0.447
593100,6,8.15524,-456.112,3.08905,0.5
593200,6,5.68554,-458.276,4.23921,0.44
593300,6,5.21964,-458.15,2.6464,0.436667
593400,5,9.54579,-457.575,2.54093,0.44
593500,4,8.32965,-455.966,1.72517,0.438
593600,4,11.2156,-457.072,1.06476,0.433333
593700,4,10.517,-455.386,2.59128,0.448571
593800,4,10.6429,-457.289,2.13701,0.4425
593900,3,9.29668,-460.645,1.41526,0.452222
594000,3,8.34089,-461.218,2.28529,0.446
594100,4,10.0367,-463.57,2.53142,0.45
594200,3,10.0192,-461.614,1.774,0.395
594300,3,11.979,-462.18,1.1991,0.4
594400,2,8.70844,-462.475,2.23922,0.4225
594500,2,8.78086,-460.693,1.82336,0.412
594600,2,8.9395,-461.387,0.886964,0.4
594700,2,8.4333,-459.799,0.468725,0.4
594800,2,8.30921,-460.317,0.533776,0.3975
594900,2,7.45626,-459.219,2.0769,0.401111
595000,2,7.68027,-461.954,1.71104,0.391
595100,2,8.30449,-460.348,1.52845,0.43
595200,2,7.18456,-462.185,2.5183,0.39
595300,3,13.2337,-461.233,1.04557,0.43
595400,3,12.8568,-462.127,1.26629,0.4375
595500,3,13.3701,-461.43,1.48202,0.438
595600,3,13.1788,-462.096,1.68875,0.443333
595700,3,12.7365,-462.32,1.81539,0.438571
595800,3,12.886,-466.299,1.01151,0.4425
595900,3,13.9016,-464.045,1.38365,0.445556
596000,3,9.7484,-456.897,1.49023,0.434188
596100,3,10.5162,-454.22,1.74323,0.41
596200,3,11.0346,-457.006,1.01616,0.425
596300,3,11.5105,-456.736,1.73978,0.426667
596400,3,12.4874,-456.488,1.80286,0.43
596500,3,11.6379,-458.358,1.91498,0.412
596600,3,12.6332,-459.789,1.57103,0.411667
596700,3,13.1922,-459.437,0.547748,0.414286
596800,3,10.7052,-457.8,1.54838,0.4125
596900,3,11.6269,-457.774,0.848686,0.406667
597000,4,11.6286,-466.75,2.79515,0.476
597100,4,13.654,-465.11,1.55306,0.44
597200,4,12.3092,-466.676,1.63236,0.45
597300,3,10.4117,-465.69,1.62541,0.456667
597400,3,8.54912,-467.409,1.7511,0.4775
597500,2,5.01145,-462.396,4.34401,0.476
597600,3,11.5275,-461.643,1.18776,0.483333
597700,3,9.72206,-463.6,2.46242,0.48
597800,3,10.7901,-460.996,2.75815,0.47625
597900,3,10.4184,-459.878,3.2537,0.468889
598000,3,10.0257,-460.606,2.36129,0.467
598100,2,8.00272,-458.184,2.96391,0.35
598200,2,8.8522,-464.183,1.33102,0.375
598300,2,9.55402,-461.052,0.801408,0.413333
598400,2,9.99784,-458.594,0.985898,0.41
598500,2,9.04556,-456.836,0.561491,0.414
598600,2,4.94603,-459.799,2.32196,0.415
598700,3,7.83491,-460.01,1.87181,0.431429
598800,2,3.89224,-457.472,3.01829,0.4425
598900,2,4.98171,-458.703,1.30549,0.438889
599000,2,8.22246,-465.653,1.75097,0.443
599100,2,10.0944,-461.515,0.82908,0.34
599200,2,9.62574,-459.606,1.38911,0.405
599300,2,9.42779,-461.706,1.04505,0.433333
599400,2,9.4156,-460.469,0.853692,0.4175
599500,2,7.96779,-460.958,2.68424,0.41
599600,2,8.9853,-458.675,1.75648,0.42
599700,2,8.44152,-461.304,1.23322,0.422857
599800,2,7.24505,-460.858,2.03362,0.41875
599900,2,8.90097,-462.378,0.621517,0.426667
600000,2,9.68947,-461.883,1.2154,0.428
600100,2,10.2392,-460.325,0.618077,0.38
600200,2,8.15632,-459.84,2.73927,0.4
600300,2,10.8375,-461.212,0.579959,0.39
600400,2,10.4683,-459.835,1.02889,0.41
600500,2,7.59954,-461.565,2.411,0.412
600600,3,11.2128,-464.697,1.76659,0.416667
600700,4,12.4371,-465.16,1.37195,0.428571
600800,2,9.92228,-463.934,1.27376,0.435
600900,2,9.49229,-462.472,1.3465,0.427778
601000,2,7.21927,-461.462,1.40777,0.434
601100,2,9.24707,-461.318,0.937442,0.34
601200,2,8.34406,-459.389,1.89425,0.38
601300,2,6.89217,-462.724,2.37226,0.376667
601400,3,9.3473,-463.272,3.28788,0.385
601500,2,6.05681,-463.272,3.32601,0.396
601600,2,7.94548,-465.997,0.707373,0.415
601700,2,8.77696,-465.942,0.759634,0.411429
601800,2,8.05799,-460.698,1.05803,0.41625
601900,2,9.49782,-461.238,0.948951,0.417778
602000,2,7.93632,-462.282,1.89132,0.416
602100,2,8.56722,-463.589,1.17368,0.36
602200,2,9.28233,-464.079,1.00701,0.375
602300,3,9.85485,-468.834,3.71038,0.4
602400,4,11.8095,-467.989,6.29491,0.4175
602500,3,12.3787,-464.611,2.25792,0.434
602600,3,13.234,-458.613,1.95798,0.425
602700,2,11.1794,-460.62,0.494981,0.43
602800,3,8.77528,-455.069,2.15281,0.43375
602900,4,16.363,-456.656,0.948238,0.437778
603000,5,11.2254,-453.431,5.51085,0.448
603100,5,11.4544,-454.752,6.34257,0.46
603200,5,11.1498,-455.082,4.84955,0.49
603300,4,11.5734,-455.984,3.47994,0.486667
603400,3,9.85349,-454.139,0.999244,0.48
603500,3,9.50596,-458.865,1.33896,0.462
603600,3,10.9957,-457.478,0.900505,0.458333
603700,3,10.9615,-455.152,0.54957,0.46
603800,3,6.96518,-455.707,3.332,0.46
603900,3,9.73518,-456.538,1.98642,0.455556
604000,3,5.66372,-452.507,3.06659,0.464625
604100,3,8.97562,-451.946,1.17164,0.38
604200,3,6.86185,-452.247,2.75139,0.365
604300,3,5.38112,-453.995,1.28268,0.4
604400,3,9.60185,-452.865,1.83222,0.4275
604500,3,10.4867,-451.705,1.74176,0.444
604600,3,10.4701,-451.892,2.414,0.44
604700,3,11.2254,-452.735,1.58639,0.441429
604800,3,11.6237,-449.629,1.57144,0.42875
604900,4,14.0726,-453.358,1.2935,0.428889
605000,4,14.2919,-452.346,1.03604,0.431
605100,3,13.2304,-455.607,0.974008,0.41
605200,3,6.77548,-458.379,3.89359,0.43
605300,4,13.0531,-457.944,0.95827,0.413333
605400,3,9.30984,-456.531,1.62537,0.415
605500,3,10.2959,-452.198,0.457393,0.418
605600,3,9.45676,-456.259,1.72486,0.421667
605700,3,9.50564,-459.296,0.931045,0.432857
605800,3,8.9577,-456.047,2.96417,0.43375
605900,3,12.7145,-455.778,1.93857,0.442222
606000,4,14.7311,-456.479,3.49802,0.457
606100,4,13.7468,-456.916,3.2188,0.34
606200,5,18.866,-453.019,1.36574,0.375
606300,5,17.7168,-453.121,2.60328,0.426667
606400,5,14.053,-457.487,5.91225,0.44
606500,5,17.799,-454.933,3.09868,0.448
606600,5,18.4412,-453.202,2.30014,0.44
606700,5,13.7911,-453.089,4.18164,0.448571
606800,5,16.6226,-455.709,1.8539,0.45625
606900,6,14.235,-459.394,4.7829,0.455556
607000,5,12.6334,-456.718,2.90277,0.467
607100,5,13.9378,-454.155,3.09082,0.54
607200,4,13.6369,-455.537,1.12041,0.555
607300,4,17.7307,-460.59,2.04684,0.556667
607400,4,16.344,-454.947,3.06692,0.535
607500,4,16.0807,-453.05,3.05776,0.524
607600,4,17.2124,-454.57,1.48609,0.511667
607700,4,15.9035,-459.515,1.09021,0.517143
607800,4,15.6359,-454.576,1.25024,0.51375
607900,4,15.4535,-455.031,1.28877,0.512222
608000,4,14.52,-453.491,2.42857,0.518
608100,4,16.1675,-452.123,3.12125,0.52
608200,4,14.495,-454.994,2.9685,0.535
608300,3,10.6541,-453.221,4.44322,0.46
608400,3,13.858,-456.455,1.53784,0.4525
608500,3,15.1252,-454.31,0.641119,0.472
608600,3,14.1128,-456.479,1.44369,0.45
608700,4,14.3111,-461.285,1.95569,0.457143
608800,4,15.1016,-457.991,2.37472,0.4625
608900,4,16.5821,-456.342,2.13406,0.461111
609000,4,13.7949,-456.612,3.62058,0.458
609100,5,15.4127,-456.672,2.98807,0.46
609200,5,16.8514,-458.131,2.08338,0.405
609300,5,13.0293,-462.934,3.74325,0.44
609400,5,15.5859,-458.836,2.31845,0.455
609500,5,13.3079,-461.729,2.11734,0.456
609600,4,12.3769,-458.531,2.88881,0.455
609700,4,10.3408,-457.398,2.92346,0.442857
609800,4,9.06254,-463.328,5.65183,0.43875
609900,3,10.0414,-461.586,2.01103,0.438889
610000,2,5.95427,-464.909,3.42402,0.4732
610100,2,6.15592,-463.215,0.928477,0.36
610200,2,7.15179,-465.561,0.411883,0.36
610300,2,2.29889,-459.767,1.49018,0.383333
610400,2,6.48366,-464.961,2.77176,0.3925
610500,2,8.10332,-460.688,0.798001,0.4
610600,3,7.54229,-461.633,1.91227,0.406667
610700,3,6.84969,-460.769,2.6302,0.417143
610800,2,6.3929,-461.417,1.35356,0.42375
610900,3,11.0046,-461.144,1.07172,0.432222
611000,4,12.9192,-456.555,1.85426,0.476261
611100,4,9.95079,-457.402,4.34583,0.43
611200,4,10.865,-459.694,2.48681,0.445
611300,4,11.6061,-458.591,2.4322,0.443333
611400,4,12.5977,-456.897,2.88998,0.47
611500,4,15.1015,-456.482,1.4859,0.472
611600,4,12.2302,-458.421,2.50861,0.48
611700,5,17.4878,-456.16,1.88408,0.475714
611800,4,13.7192,-460.049,2.47977,0.475
611900,3,11.6165,-456.401,2.36633,0.476667
612000,3,12.649,-460.062,0.847099,0.467333
612100,3,12.9964,-458.415,0.821897,0.33
612200,3,11.8901,-460.86,1.46366,0.365
612300,3,10.2507,-461.191,2.36407,0.346667
612400,3,9.9416,-458.416,1.89189,0.3575
612500,4,12.6821,-458.601,2.44844,0.36
612600,4,13.6225,-455.836,2.21769,0.373333
612700,4,14.3251,-454.35,1.50602,0.391429
612800,4,14.4229,-451.416,1.89988,0.40875
612900,5,17.555,-451.132,1.87812,0.417778
613000,5,15.6207,-451.603,2.97375,0.424
613100,5,15.4193,-453.986,2.38636,0.46
613200,6,18.3298,-453.837,2.29265,0.495
613300,6,17.0418,-453.753,2.93402,0.476667
613400,6,13.9917,-454.39,3.65932,0.4775
613500,6,16.3147,-455.195,4.13335,0.494
613600,5,16.1776,-457.654,1.79174,0.493333
613700,5,16.0708,-453.37,2.87193,0.488571
613800,4,12.9113,-455.093,3.0803,0.4975
613900,4,13.9557,-458.255,3.36496,0.486667
614000,3,11.1982,-461.242,1.68118,0.46225
614100,3,12.3754,-459.158,2.00256,0.5
614200,3,14.123,-460.56,0.877507,0.505
614300,3,11.369,-463.817,2.25591,0.516667
614400,4,14.0025,-462.484,3.39788,0.53
614500,3,11.0087,-460.598,2.68028,0.528
614600,3,13.1751,-461.304,1.47957,0.528333
614700,2,10.1613,-460.414,1.06399,0.522857
614800,2,8.92849,-462.512,0.885087,0.52
614900,2,9.81018,-462.465,1.24497,0.504444
615000,3,7.86056,-460.962,3.50926,0.496
615100,4,9.94295,-463.705,4.70699,0.53
615200,3,5.21453,-461.676,2.32082,0.535
615300,4,11.5295,-459.28,1.58901,0.523333
615400,3,9.77917,-462.482,1.72091,0.51
615500,3,10.1895,-463.277,2.24886,0.492
615600,3,11.0996,-459.355,2.50632,0.488333
615700,3,12.3019,-459.846,1.87412,0.491429
615800,3,9.84219,-461.581,2.7174,0.5025
615900,3,11.3241,-461.996,3.0887,0.504444
616000,3,10.3148,-459.828,3.26641,0.494
616100,2,10.1523,-462.001,0.633858,0.54
616200,2,10.594,-464.192,0.354332,0.485
616300,3,10.6108,-468.29,1.04714,0.466667
616400,3,9.56087,-466.94,2.82937,0.4625
616500,3,10.5816,-464.096,2.08709,0.482
616600,3,11.0573,-464.288,1.32719,0.485
616700,3,9.10823,-463.458,0.977897,0.488571
616800,3,7.94051,-464.17,1.47123,0.485
616900,4,7.31334,-469.896,3.5759,0.491111
617000,6,19.2714,-454.231,4.61177,0.47775
617100,6,18.9472,-454.255,2.64014,0.43
617200,6,17.0829,-455.033,3.48331,0.46
617300,5,16.2887,-458.098,1.48255,0.45
617400,5,17.1341,-456.412,1.30307,0.425
617500,5,12.6262,-454.678,3.46416,0.41
617600,4,4.90035,-456.621,5.3458,0.401667
617700,4,11.7738,-453.472,3.15437,0.394286
617800,3,11.5053,-453.582,1.31773,0.39125
617900,3,10.8021,-453.794,1.5361,0.393333
618000,3,11.1214,-454.023,0.946456,0.391
618100,3,10.5348,-453.235,1.53796,0.37
618200,3,10.3472,-451.567,1.34939,0.37
618300,3,9.5429,-453.004,2.67836,0.373333
618400,3,10.9588,-454.066,1.30761,0.3825
618500,3,9.54582,-453.77,2.25961,0.366
618600,4,9.09558,-456.394,4.93725,0.38
618700,5,14.252,-460.442,4.9367,0.401429
618800,5,16.9366,-455.407,2.15216,0.41375
618900,4,12.7387,-455.325,2.98197,0.421111
619000,4,12.3877,-454.252,1.26722,0.413
619100,3,10.4842,-454.428,1.025,0.44
619200,3,6.55769,-454.239,3.1566,0.44
619300,3,9.56927,-454.175,0.697512,0.44
619400,3,5.4191,-452.167,5.03171,0.46
619500,3,11.6127,-452.202,1.33609,0.436
619600,3,8.31076,-453.468,3.71787,0.438333
619700,3,9.49752,-452.851,1.98779,0.435714
619800,3,8.61848,-456.975,2.45773,0.4325
619900,3,8.9834,-456.39,2.62894,0.426667
620000,3,9.5109,-461.381,1.06574,0.45871
620100,5,13.3117,-461.094,4.14222,0.42
620200,6,15.4031,-460.011,2.64452,0.455
620300,5,11.5977,-461.289,3.4124,0.49
620400,4,10.6777,-465.703,2.10885,0.475
620500,3,4.41871,-466.525,1.38461,0.47
620600,2,6.74304,-464.278,0.152955,0.466667
620700,2,7.53838,-459.783,0.586337,0.46
620800,2,5.72137,-462.172,1.52577,0.455
620900,2,8.29972,-459.351,0.943708,0.46
621000,4,13.4906,-457.994,2.54049,0.4663
621100,4,10.7313,-457.189,3.23489,0.44
621200,4,11.0814,-457.972,3.90445,0.445
621300,4,13.4162,-455.895,2.52672,0.463333
621400,5,18.8328,-457.137,1.5175,0.4875
621500,5,17.5693,-459.121,2.05835,0.484
621600,6,18.7434,-456.397,2.70962,0.473333
621700,5,16.5406,-455.091,5.04659,0.491429
621800,5,15.4182,-456.999,3.76375,0.49125
621900,4,14.4253,-460.41,1.52328,0.497778
622000,2,7.77413,-462.498,2.70005,0.462
622100,2,9.64445,-463.683,1.41533,0.46
622200,2,10.4701,-464.178,0.5629,0.5
622300,2,8.89538,-461.175,1.80493,0.506667
622400,2,9.29113,-466.2,0.741245,0.5025
622500,2,8.11384,-466.03,2.11197,0.486
622600,2,8.23656,-461.826,1.51519,0.485
622700,2,7.4274,-461.199,2.40384,0.478571
622800,2,8.23998,-461.502,0.393372,0.46625
622900,3,12.2123,-461.427,0.65983,0.462222
623000,5,17.4348,-462.4,1.89635,0.460667
623100,5,13.0655,-461.237,6.49392,0.39
623200,5,17.169,-461.607,3.71242,0.48
623300,6,18.7496,-459.432,4.10927,0.516667
623400,7,20.9373,-458.671,2.38174,0.5125
623500,7,15.435,-457.399,3.77687,0.496
623600,6,14.2646,-461.51,3.99702,0.521667
623700,6,13.4216,-463.208,5.53348,0.525714
623800,7,19.621,-463.272,3.11702,0.52375
623900,7,19.5104,-462.78,3.70733,0.527778
624000,6,10.3126,-469.855,5.91081,0.4885
624100,7,12.4898,-468.012,4.86621,0.54
624200,7,13.6681,-466.716,2.4165,0.56
624300,7,17.4827,-464.372,3.19362,0.54
624400,7,12.4914,-463.663,3.86293,0.55
624500,8,15.8881,-462.376,3.10851,0.524
624600,8,15.2769,-465.673,4.328,0.536667
624700,8,17.0516,-466.424,5.32871,0.527143
624800,7,15.8819,-463.35,5.632,0.53
624900,7,18.3454,-460.286,3.05366,0.523333
625000,4,15.0173,-461.852,2.22237,0.458833
625100,4,16.1502,-464.713,1.68129,0.4
625200,4,12.7461,-463.982,2.9134,0.45
625300,5,15.7164,-464.858,3.79279,0.46
625400,5,16.5714,-460.986,2.88265,0.4625
625500,5,15.875,-465.588,2.57426,0.454
625600,5,8.32974,-462.425,5.69099,0.463333
625700,5,11.9451,-461.449,1.01346,0.464286
625800,4,6.89659,-456.953,1.3727,0.4625
625900,4,9.42523,-459.277,2.89213,0.456667
626000,4,14.9612,-456.383,0.784432,0.464667
626100,4,12.8317,-456.246,3.54189,0.57
626200,4,13.7032,-462.319,2.00514,0.545
626300,5,16.9157,-460.98,2.56607,0.533333
626400,5,18.5311,-455.091,1.81781,0.52
626500,5,17.4718,-456.192,3.20738,0.512
626600,6,20.9655,-458.602,4.46413,0.506667
626700,6,20.8431,-462.528,5.30515,0.511429
626800,5,19.2196,-458.377,3.11539,0.51
626900,4,15.6233,-459.408,2.51554,0.501111
627000,4,13.932,-456.377,2.50635,0.507
